key,district_lbl,cluster,mature_density,pop_density,income,mean_sealed,mean_ndvi,archetype,action
10059,Sant Marti,2,54.39592583044878,4349.3090261824045,28671.945822031557,0.4134154199015123,0.08696787322090319,high-source / low-pop / lower-income,defer (park-like)
05059,Sarria-Sant Gervasi,3,350.91707780780416,25917.732746662106,45993.97007381499,0.8226734483011695,0.12235123876531832,high-source / low-pop / higher-income,defer (park-like)
02059,Eixample,0,417.8033774852335,47490.31724082155,32789.095327022056,0.8836217375522596,0.10793508754649896,high-source / low-pop / higher-income,defer (park-like)
08059,Nou Barris,2,39.169263820223755,20603.032769437697,19581.881922452514,0.5719392654933572,0.1478777356184729,high-source / low-pop / lower-income,defer (park-like)
06059,Gracia,1,171.86355458689778,43252.327904369275,26730.58241772249,0.8870444690876779,0.08470584363346968,low-source / high-pop / lower-income,monitor
07060,Horta-Guinardo,2,0.0,14233.606537773723,19741.00307291844,0.5723317133476331,0.1498890818434648,high-source / low-pop / lower-income,defer (park-like)
06060,Gracia,1,0.0,41854.197843356655,25976.005424376486,0.8831924012078968,0.08187307674600214,low-source / high-pop / lower-income,monitor
10060,Sant Marti,1,251.85883129197578,35952.84816692954,26734.373801872945,0.8110603099478559,0.10737384694498944,low-source / high-pop / lower-income,monitor
03060,Sants-Montjuic,1,0.0,48888.74670018995,21971.951262136583,0.8560973399547821,0.07587275876925723,low-source / high-pop / lower-income,monitor
08060,Nou Barris,2,19.37099661654573,24039.406801133253,19050.280647935342,0.6026855985947922,0.16019274959323185,high-source / low-pop / lower-income,defer (park-like)
05060,Sarria-Sant Gervasi,3,0.0,47338.926865872105,53354.60201941356,0.7227107882499696,0.16005000479723094,high-source / low-pop / higher-income,defer (park-like)
09060,Sant Andreu,2,416.0183962328641,16744.74044837278,22320.67031929495,0.6724023339417471,0.1474688403893359,high-source / low-pop / lower-income,defer (park-like)
02060,Eixample,0,1171.6291635475084,36320.504069972754,33430.03537095373,0.8813633102822802,0.11301367594383686,high-source / low-pop / higher-income,defer (park-like)
08061,Nou Barris,2,53.608086148270104,29448.70865744971,18690.842754450998,0.522306474370808,0.1655728207537511,high-source / low-pop / lower-income,defer (park-like)
07061,Horta-Guinardo,2,25.438822765107396,5948.444723240947,20655.556208676313,0.48434562486379307,0.17883689518916387,high-source / low-pop / lower-income,defer (park-like)
10061,Sant Marti,0,635.6016257618741,30667.778443010426,26163.899745428942,0.8607211991016807,0.106270654201777,high-source / low-pop / higher-income,defer (park-like)
05061,Sarria-Sant Gervasi,0,429.45130345528116,34310.898876058774,42731.98212794334,0.8694305447831862,0.09173319862753912,high-source / low-pop / higher-income,defer (park-like)
09061,Sant Andreu,1,10.71896621793853,19733.616807224833,24192.734094812284,0.7594088300549007,0.07489174412057407,low-source / high-pop / lower-income,monitor
03061,Sants-Montjuic,1,0.0,56817.943405461956,21753.104754288062,0.857235270808525,0.06765977801728203,low-source / high-pop / lower-income,monitor
06061,Gracia,1,0.0,41653.99477548537,25912.569020560826,0.8771912821460944,0.09584465748447718,low-source / high-pop / lower-income,monitor
02061,Eixample,0,1028.4698158354802,28468.04450232609,30331.3496791107,0.8720345037830326,0.10500551152924913,high-source / low-pop / higher-income,defer (park-like)
07062,Horta-Guinardo,1,0.0,48189.62273875865,17950.65694264115,0.7411927008564965,0.11024599714474445,low-source / high-pop / lower-income,monitor
03062,Sants-Montjuic,1,0.0,54661.377287938136,21653.35581984322,0.8618802428245544,0.06482451957463127,low-source / high-pop / lower-income,monitor
05062,Sarria-Sant Gervasi,3,273.76284234660005,45198.24527142367,52002.19717818089,0.751119115933775,0.1417630976771538,high-source / low-pop / higher-income,defer (park-like)
10062,Sant Marti,1,387.0889130693275,44217.46430061164,26209.01313144747,0.8529841977114805,0.11073097327676593,low-source / high-pop / lower-income,monitor
09062,Sant Andreu,1,0.0,11920.460812190242,23534.865741338563,0.7454927297655902,0.07508535482256044,low-source / high-pop / lower-income,monitor
08062,Nou Barris,2,55.36138355543922,15653.431200300438,19132.43354263031,0.5780082429257926,0.16095241524370335,high-source / low-pop / lower-income,defer (park-like)
02062,Eixample,0,931.5037906605749,33285.73545293788,32877.92637165855,0.8616675159872252,0.11351178356363137,high-source / low-pop / higher-income,defer (park-like)
06062,Gracia,1,0.0,53377.59623269851,25822.738781766308,0.8781687617301941,0.09612417210566492,low-source / high-pop / lower-income,monitor
09063,Sant Andreu,1,17.17931124296512,6656.983106648984,21956.34527604413,0.6745792911733478,0.06337120218851743,low-source / high-pop / lower-income,monitor
07063,Horta-Guinardo,1,0.0,61038.023689650414,15347.29290585464,0.6970455213677335,0.11795953936654915,low-source / high-pop / lower-income,monitor
05063,Sarria-Sant Gervasi,3,150.62859935520527,30408.148494832065,47406.37404243924,0.8178775136179005,0.10287930679546563,high-source / low-pop / higher-income,defer (park-like)
10063,Sant Marti,1,340.4319607895733,45345.53717717116,26234.85112152262,0.844990671311305,0.11531998385981679,low-source / high-pop / lower-income,monitor
08063,Nou Barris,2,292.5018669222328,31443.95069414003,19773.468350790998,0.5039919018745422,0.1514898308014199,high-source / low-pop / lower-income,defer (park-like)
